uid,install_timestamp,free_trial_timestamp,country,language,device_type,os_version,attribution_network,product_price_tier,product_periodicity,product_free_trial_length,onboarding_birth_year,onboarding_gender,net_purchases_15d,net_purchases_1y
8mSA21j9XI9xsuA21PVT9Q==,2019-06-13 01:48:50+00:00,2019-06-13 01:49:30+00:00,US,en,iPhone X,12.2,Facebook Installs,20,30,7,1980.0,M,7.0,35.0
L1mGCrQ7fWuK4kQHvegVDQ==,2019-06-13 01:52:24+00:00,2019-06-13 01:54:29+00:00,DE,de,iPhone 6,12.3.1,Facebook Installs,20,30,7,1987.0,F,0.0,0.0
Hh4vsh+pfDevkSwq5CGu9w==,2019-06-13 01:52:25+00:00,2019-06-13 01:53:06+00:00,CN,de,iPhone 7,12.3.1,Snapchat Installs,20,30,7,1997.0,M,0.0,0.0
xG1K6k04wFoT1WlpQyGx0A==,2019-06-13 01:54:14+00:00,2019-06-13 01:54:53+00:00,ES,es,iPhone 6S,12.3.1,Facebook Installs,6,7,7,1999.0,F,0.0,0.0
5VeKadVt5u5WzqSYnpc4Kg==,2019-06-13 01:54:23+00:00,2019-06-13 01:55:26+00:00,GB,en,iPhone XS,12.3.1,Snapchat Installs,20,30,7,1998.0,M,0.0,0.0
NGA9LsqhQHTSTNm6owPLwg==,2019-06-13 01:55:48+00:00,2019-06-13 01:56:37+00:00,US,en,iPhone XS Max,12.3.1,Facebook Installs,20,30,7,1986.0,F,0.0,0.0
HmV7LYBq6EWn/r7rQo5bpg==,2019-06-13 01:55:49+00:00,2019-06-13 01:56:40+00:00,US,en,iPhone X,12.3.1,Organic,60,365,7,1978.0,F,0.0,0.0
InxJkIBjuODXZMr+Bjm57w==,2019-06-13 01:56:22+00:00,2019-06-13 01:57:04+00:00,ES,es,iPhone XS Max,12.3.1,Facebook Installs,20,30,7,2000.0,M,0.0,0.0
RRmOcX9xTEz/+blVhDIYWQ==,2019-06-13 01:56:22+00:00,2019-06-13 01:57:08+00:00,US,en,iPhone 8,12.3.1,Apple Search Ads,20,30,7,2008.0,F,0.0,0.0
rtSmR5OAEjOL/WCVXYv0YQ==,2019-06-13 01:59:50+00:00,2019-06-13 02:00:50+00:00,GB,en,iPhone 7 Plus,12.2,Snapchat Installs,20,30,7,1998.0,F,6.63,6.630000114440918
Dmsh3UAvz2WQn4Jn/bqglg==,2019-06-13 02:00:10+00:00,2019-06-13 02:01:00+00:00,US,en,iPhone XS Max,12.3.1,Organic,6,7,7,1993.0,F,4.2,25.200000762939453
xvzXvfP0u/UY6jFMSs9INQ==,2019-06-13 02:01:29+00:00,2019-06-13 02:01:57+00:00,SE,en,iPhone 8 Plus,12.1.4,Snapchat Installs,20,30,7,2002.0,F,0.0,0.0
lgfSejdwIQILoeFP9bkhBA==,2019-06-13 02:01:50+00:00,2019-06-13 02:02:23+00:00,US,en,iPhone XS Max,12.3,Snapchat Installs,20,30,7,1999.0,F,7.0,7.0
uKn0SWFzAdC0GYBkg5h1Pw==,2019-06-13 02:03:05+00:00,2019-06-13 02:03:30+00:00,SE,de,iPhone 7 Plus,12.3.1,Facebook Installs,6,7,7,1991.0,F,0.0,0.0
wpN5rHLxN/ilOGIw7kDXGw==,2019-06-13 02:03:54+00:00,2019-06-13 02:04:52+00:00,US,en,iPhone 6,12.3.1,Facebook Installs,20,30,7,2005.0,M,0.0,0.0
UksNcBoM8W7uDOKx8p2MUA==,2019-06-13 02:03:56+00:00,2019-06-13 02:04:39+00:00,US,en,iPhone 5S,12.3.1,Facebook Installs,20,30,7,1981.0,F,0.0,0.0
ajhcb1nTN3Vuw5frEQ54YA==,2019-06-13 02:05:48+00:00,2019-06-13 04:08:27+00:00,US,en,iPhone 8,11.3,Organic,20,30,7,,,0.0,0.0
/hj6YcjLOl/WtRjeGMvOVg==,2019-06-13 02:08:59+00:00,2019-06-13 02:09:25+00:00,CA,en,iPhone 8,12.3.1,Facebook Installs,20,30,7,2006.0,M,0.0,0.0
kIbZC6TV4bibHpnRrf6dHA==,2019-06-13 02:09:37+00:00,2019-06-13 02:17:01+00:00,US,en,iPhone 8,12.3.1,Organic,20,30,7,1983.0,M,7.0,49.0
Jrf6Uh5rd+2lXrQsi5KgIQ==,2019-06-13 02:10:44+00:00,2019-06-13 02:11:10+00:00,CA,en,iPhone 6S,12.3.1,Organic,20,30,7,1997.0,F,0.0,0.0
SKkX2nlaQ4CftRVJAAu5jA==,2019-06-13 02:10:47+00:00,2019-06-13 02:12:37+00:00,MX,es,iPhone 6 Plus,12.3.1,Facebook Installs,20,30,7,1996.0,?,0.0,0.0
XHBfcG2rQHPuuPw5+N/6gQ==,2019-06-13 02:12:47+00:00,2019-06-13 02:13:42+00:00,ES,en,iPhone 6S,12.3.1,Facebook Installs,20,30,7,1999.0,M,0.0,0.0
uSEoH9UVi3rNHn5e/a05nA==,2019-06-13 02:13:00+00:00,2019-06-13 04:00:36+00:00,CL,es,iPhone 6S,12.2,Facebook Installs,6,7,7,1993.0,F,0.0,0.0
s26JXmF38k0fvU2tbsuLXw==,2019-06-13 02:14:56+00:00,2019-06-13 02:15:52+00:00,CO,es,iPhone 6S Plus,11.4.1,Facebook Installs,20,30,7,1984.0,?,5.77,5.769999980926514
RA4vQFniKDyEJFAYGE5hzw==,2019-06-13 02:15:16+00:00,2019-06-13 02:16:29+00:00,CA,fr,iPhone XR,12.3.1,Facebook Installs,20,30,7,1996.0,M,7.07,7.070000171661377
7cUu0ZQYywgPOxxb+fLN0g==,2019-06-13 02:16:29+00:00,2019-06-13 02:17:12+00:00,US,en,iPhone XS Max,12.2,Facebook Installs,20,30,7,1985.0,M,0.0,0.0
OkltStxw2hCq0Q3s3Dtovw==,2019-06-13 02:16:38+00:00,2019-06-13 02:17:28+00:00,US,en,iPhone XS Max,12.3.1,Facebook Installs,20,30,7,1983.0,F,0.0,14.0
l/lC3k4ikP5fu7Yhlq0rYw==,2019-06-13 02:16:45+00:00,2019-06-13 02:17:28+00:00,CA,fr,iPhone 7,12.3.1,Facebook Installs,20,30,7,1986.0,F,0.0,0.0
/q9yP2DwBhrp8OyoB9E14g==,2019-06-13 02:17:38+00:00,2019-06-13 02:25:45+00:00,CO,es,iPhone XR,12.3.1,Facebook Installs,20,30,7,1971.0,M,5.77,28.170000076293945
ugRW5OfbUH2WpGSWfeTSNg==,2019-06-13 02:19:47+00:00,2019-06-13 02:20:14+00:00,US,en,iPhone X,12.3.1,Facebook Installs,20,30,7,1996.0,F,0.0,0.0
MiZHSk8vk3LdxXwrkXYLCw==,2019-06-13 02:20:07+00:00,2019-06-13 02:23:03+00:00,US,en,iPhone XR,12.3.1,Adwords UAC Installs,20,30,7,2006.0,F,7.0,84.0
+pEQ+C48HyOl6lbWZHzsXA==,2019-06-13 02:20:22+00:00,2019-06-19 06:07:37+00:00,US,en,iPhone X,12.3.1,Facebook Installs,20,30,7,1982.0,M,0.0,0.0
ZV3u0YzYbAZ9Fhrfm0TwqQ==,2019-06-13 02:22:20+00:00,2019-06-13 02:22:46+00:00,AU,en,iPhone XS Max,12.3.1,Facebook Installs,20,30,7,1992.0,M,6.83,6.829999923706055
ylQbnUGqdWEDiNA9J3YbyQ==,2019-06-13 02:23:00+00:00,2019-06-13 02:23:50+00:00,DK,en,iPhone 7,12.3.1,Facebook Installs,20,30,7,2000.0,M,0.0,0.0
miWj9vcVpT0m5nYc4yFQPQ==,2019-06-13 02:24:05+00:00,2019-06-13 02:24:54+00:00,DE,de,iPhone 6,12.1.4,Organic,20,30,7,1992.0,M,0.0,0.0
RA/BW9dcTJfVjX0RDM3U7Q==,2019-06-13 02:25:01+00:00,2019-06-13 02:25:28+00:00,US,en,iPhone 7 Plus,12.3.1,Snapchat Installs,20,30,7,2003.0,M,0.0,0.0
LQtzw1NlAO5BN74k9dQSXg==,2019-06-13 02:25:08+00:00,2019-06-13 02:25:53+00:00,US,en,iPhone 7 Plus,11.4.1,Facebook Installs,20,30,7,1993.0,M,0.0,0.0
FM2oyYWLEPU5pat30rMIdw==,2019-06-13 02:26:03+00:00,2019-06-13 02:26:42+00:00,CA,fr,iPhone 8,11.4,Facebook Installs,20,30,7,1995.0,F,7.07,7.070000171661377
ThxxuJ/56L3dxtjB1cW+OA==,2019-06-13 02:26:07+00:00,2019-06-13 02:26:49+00:00,BR,en,iPhone X,12.3.1,Facebook Installs,60,365,7,1987.0,M,0.0,0.0
la8phNkNdKc3/RN3kUuTNA==,2019-06-13 02:26:15+00:00,2019-06-13 02:27:29+00:00,BR,en,iPhone 7 Plus,12.3.1,Facebook Installs,20,30,7,1986.0,F,0.0,0.0
yHJ46bil5lYtEqRuVaDDyg==,2019-06-13 02:26:32+00:00,2019-06-13 02:26:59+00:00,US,en,iPhone 7,12.2,Snapchat Installs,20,30,7,2005.0,F,7.0,7.0
jhrGYiqmLOm3sEDlKqY8WQ==,2019-06-13 02:26:54+00:00,2019-06-13 02:28:07+00:00,US,en,iPhone 8,12.3.1,Snapchat Installs,20,30,7,2003.0,M,0.0,0.0
9k0zLVzteUmh89D+Vbk2HQ==,2019-06-13 02:28:51+00:00,2019-06-13 02:30:24+00:00,GB,en,iPhone XR,12.3.1,Organic,20,30,7,1997.0,M,6.63,6.630000114440918
an4X5n7UOhdnraWb8S+IOw==,2019-06-13 02:29:20+00:00,2019-06-13 02:30:07+00:00,US,en,iPhone 7 Plus,12.2,Facebook Installs,20,30,7,2009.0,M,7.0,0.0
eU4xFeW+WmdmCz+hxBlhAw==,2019-06-13 02:31:35+00:00,2019-06-13 02:32:23+00:00,US,en,iPhone 7 Plus,12.2,Snapchat Installs,20,30,7,2001.0,F,7.0,14.0
5cL6/h4rtJIrnZWXcdntcQ==,2019-06-13 02:33:15+00:00,2019-06-13 02:38:42+00:00,US,en,iPhone 6 Plus,12.3.1,Facebook Installs,20,30,7,1996.0,M,0.0,0.0
7eHUC4HE7NK8xcuIfXoMdQ==,2019-06-13 02:33:21+00:00,2019-06-13 02:33:48+00:00,US,en,iPhone 8,12.3.1,Facebook Installs,20,30,7,1978.0,M,0.0,0.0
SmOsPnxDt+f7Ezy2JQBCFw==,2019-06-13 02:33:21+00:00,2019-06-13 02:33:53+00:00,CA,en,iPhone 8,12.2,Apple Search Ads,20,30,7,1985.0,M,0.0,0.0
ErPPJSzkvevekYgB9agZ8Q==,2019-06-13 02:34:12+00:00,2019-06-17 05:28:56+00:00,US,en,iPhone 7 Plus,12.2,Facebook Installs,60,365,7,2005.0,M,0.0,2.0999999046325684
c+6R5ICFXCwGj6vfCMuCZw==,2019-06-13 02:37:57+00:00,2019-06-13 02:38:54+00:00,US,en,iPhone SE,12.3.1,Facebook Installs,20,30,7,1982.0,F,0.0,0.0
eP1FUsG+T+jdsOApJrR6iQ==,2019-06-13 02:38:12+00:00,2019-06-13 03:29:28+00:00,CA,en,iPhone 7,12.2,Facebook Installs,20,30,7,1999.0,M,0.0,0.0
zCL1uXmG7r+6me3EHoL6Uw==,2019-06-13 02:39:53+00:00,2019-06-13 02:40:46+00:00,CA,en,iPhone 7,12.3.1,Facebook Installs,20,30,7,2002.0,M,7.07,7.070000171661377
2zQeb1Cic2vpQxW3eUZ97w==,2019-06-13 02:41:16+00:00,2019-06-13 02:43:09+00:00,US,en,iPad 6,12.3.1,Facebook Installs,20,30,7,2008.0,F,7.0,21.0
gBchTZfX8jNERQ8zehMGsQ==,2019-06-13 02:41:41+00:00,2019-06-13 02:42:54+00:00,FR,fr,iPhone 8,11.4.1,Apple Search Ads,20,30,7,1996.0,M,0.0,0.0
X7JTWVEEYOnLrCWdEsW2Dg==,2019-06-13 02:42:11+00:00,2019-06-13 02:42:55+00:00,AU,en,iPhone 7,12.1,Apple Search Ads,20,30,7,1994.0,F,0.0,0.0
LboB3Jk+gJAi0dTTuAjwBg==,2019-06-13 02:42:12+00:00,2019-06-13 02:43:37+00:00,CO,es,iPhone 6,12.3.1,Facebook Installs,20,30,7,1999.0,M,0.0,0.0
9q4PtfOz1swzdynG4WOEhQ==,2019-06-13 02:42:48+00:00,2019-06-13 08:37:48+00:00,US,en,iPhone 7 Plus,12.2,Snapchat Installs,60,365,7,1998.0,F,0.0,0.0
MJ4jMOJu2wICvRkruEQGbQ==,2019-06-13 02:43:12+00:00,2019-06-13 02:44:18+00:00,MX,es,iPhone SE,12.1.4,Facebook Installs,20,30,7,1994.0,?,7.12,14.079999923706055
/hll5TKQ3/5SN1nGY8R7aA==,2019-06-13 02:43:38+00:00,2019-06-13 02:44:15+00:00,US,en,iPhone X,12.3.1,Organic,20,30,7,1994.0,F,3.5,24.5
+t1Zr2ldNMs3JXKc+Fg0Fw==,2019-06-13 02:43:58+00:00,2019-06-13 02:45:35+00:00,PE,es,iPhone 7,12.2,Facebook Installs,20,30,7,,,0.0,0.0
j0Zn9+KJMLVo1Z92laQINA==,2019-06-13 02:44:45+00:00,2019-06-13 02:45:05+00:00,US,en,iPhone 8 Plus,12.3.1,Snapchat Installs,20,30,7,2006.0,F,0.0,0.0
2PuCIyxpIauzZv9rRRSezw==,2019-06-13 02:46:29+00:00,2019-06-13 02:47:07+00:00,CA,fr,iPhone 8 Plus,12.3.1,Facebook Installs,20,30,7,2000.0,M,0.0,0.0
EErrVOo4DHpGNa2Mr+FqJQ==,2019-06-13 02:47:20+00:00,2019-06-13 02:48:01+00:00,CA,en,iPhone XR,12.3.1,Organic,20,30,7,1989.0,F,7.07,28.5
2+jWhbvzNKYM0bYMFRgTJA==,2019-06-13 02:47:46+00:00,2019-06-13 02:48:18+00:00,US,en,iPhone 8 Plus,12.3.1,Snapchat Installs,20,30,7,2001.0,M,0.0,0.0
1fHCg2huhyfFC1Gau1cMcQ==,2019-06-13 02:48:17+00:00,2019-06-13 02:48:57+00:00,US,en,iPhone XS,12.3.1,Snapchat Installs,20,30,7,2002.0,F,0.0,0.0
ZsU+5Q8LyqN2hjnGijuoWA==,2019-06-13 02:50:30+00:00,2019-06-13 02:52:57+00:00,US,en,iPhone 6S Plus,12.3.1,Organic,6,7,7,2004.0,F,2.1,6.300000190734863
/H3LJoRd3Mx80UP9rmUIDg==,2019-06-13 02:50:40+00:00,2019-06-13 02:52:14+00:00,CA,fr,iPhone 6,12.3.1,Facebook Installs,20,30,7,1992.0,F,0.0,0.0
WTuR9RZpqX+AAhOyVtYI+w==,2019-06-13 02:50:43+00:00,2019-06-13 02:51:14+00:00,US,en,iPhone 8 Plus,12.3.1,Apple Search Ads,20,30,7,1999.0,F,0.0,0.0
35uRxtBB9MKVXRYkK6BPRw==,2019-06-13 02:51:36+00:00,2019-06-13 02:52:23+00:00,US,en,iPhone XR,12.3.1,Organic,20,30,7,2000.0,M,0.0,0.0
WlgoFCERrJo0EBsRBAeoew==,2019-06-13 02:52:07+00:00,2019-06-13 02:53:01+00:00,CA,fr,iPhone 8,12.2,Facebook Installs,20,30,7,1979.0,F,0.0,0.0
YbkV6S8ohg/gGE7PhONJNA==,2019-06-13 02:53:06+00:00,2019-06-13 02:53:40+00:00,CA,en,iPhone 8,12.3.1,Facebook Installs,20,30,7,2006.0,F,0.0,0.0
Hum7UJpAcYHXdNE3jRksqQ==,2019-06-13 02:55:24+00:00,2019-06-13 02:55:57+00:00,BR,en,iPhone 7 Plus,12.3.1,Facebook Installs,20,30,7,1995.0,M,0.0,0.0
Kcc5fIdRVJf5mgAAQpJBlQ==,2019-06-13 02:55:52+00:00,2019-06-13 02:56:21+00:00,US,en,iPhone 8,12.3.1,Organic,60,365,7,1994.0,M,21.0,21.0
qTZckBw097HD0tZb0MdM6Q==,2019-06-13 02:56:26+00:00,2019-06-13 02:56:47+00:00,US,en,iPhone 8,11.4.1,Snapchat Installs,20,30,7,2003.0,M,7.0,14.0
K6wQTx4qNzUeZ+veVGBajg==,2019-06-13 02:56:52+00:00,2019-06-13 02:57:35+00:00,US,en,iPhone 7 Plus,12.3.1,Organic,20,30,7,1989.0,?,7.0,7.0
VnnArxEhSfGi0xxz7+txBQ==,2019-06-13 02:57:57+00:00,2019-06-13 02:59:24+00:00,US,en,iPhone 8,12.3.1,Snapchat Installs,20,30,7,2000.0,M,7.0,14.0
WdKq2bbVriuF6EKJyLgu3A==,2019-06-13 02:58:24+00:00,2019-06-13 02:58:50+00:00,US,en,iPhone XS Max,12.3,Snapchat Installs,20,30,7,1996.0,M,0.0,0.0
2W7vB4FA43wsm4NPOO6lnQ==,2019-06-13 02:58:40+00:00,2019-06-13 02:59:17+00:00,DE,de,iPhone 8 Plus,12.3.1,Snapchat Installs,20,30,7,2005.0,F,0.0,0.0
ZR8HwzE7VG8JyK9COHhWQA==,2019-06-13 02:59:45+00:00,2019-06-13 03:00:14+00:00,US,es,iPhone XS Max,12.3,Organic,20,30,7,2000.0,F,7.0,23.100000381469727
8x06pGQGB9HQSYmQhGE6iQ==,2019-06-13 03:03:58+00:00,2019-06-13 03:04:51+00:00,US,en,iPhone XS,12.3.1,Facebook Installs,20,30,7,1983.0,F,0.0,0.0
SncRepBehlgjHm1WLN/3Jw==,2019-06-13 03:06:01+00:00,2019-06-13 03:07:41+00:00,US,en,iPhone XR,12.3.1,Facebook Installs,20,30,7,1984.0,M,0.0,0.0
G0PaRuRtL2Yb8zwQXuK1wQ==,2019-06-13 03:06:53+00:00,2019-06-13 03:12:20+00:00,US,en,iPhone 7 Plus,12.3.1,Facebook Installs,20,30,7,2006.0,M,0.0,0.0
EJNBQkCiPXnapHNV4K276g==,2019-06-13 03:07:20+00:00,2019-06-13 03:10:00+00:00,CA,en,iPhone 7,12.3.1,Organic,20,30,7,1997.0,M,0.0,7.119999885559082
2YN36AR60BUPvt4G0ARMeQ==,2019-06-13 03:08:36+00:00,2019-06-13 03:09:36+00:00,US,en,iPhone X,12.3.1,Organic,20,30,7,2002.0,M,0.0,0.0
L5DBiV/9EW49IF1CHeVQag==,2019-06-13 03:08:46+00:00,2019-06-13 03:10:06+00:00,US,en,iPhone 7,12.2,Organic,20,30,7,2007.0,M,0.0,0.0
zk47lRLaXUut3BBAumes8Q==,2019-06-13 03:08:54+00:00,2019-06-13 03:12:12+00:00,US,en,iPhone 7,12.1,Organic,20,30,7,2000.0,F,0.0,0.0
gZ5Jc1fcQKj7oa3YR7OjAA==,2019-06-13 03:09:04+00:00,2019-06-13 03:09:51+00:00,US,en,iPhone XR,12.2,Facebook Installs,20,30,7,1988.0,M,7.0,7.0
3rO+uKAubPDpOuKz9YBt5w==,2019-06-13 03:10:39+00:00,2019-06-13 03:11:10+00:00,US,en,iPhone 8 Plus,12.3.1,Organic,20,30,7,1993.0,M,0.0,0.0
rghAoT7vVYX07WsIw3WQ7Q==,2019-06-13 03:11:16+00:00,2019-06-13 03:11:54+00:00,GB,en,iPhone XS Max,12.3.1,Snapchat Installs,20,30,7,1995.0,M,6.63,19.579999923706055
zLOGGtnI6jiPvpYqiPyykQ==,2019-06-13 03:12:40+00:00,2019-06-13 03:13:05+00:00,US,en,iPhone 7,12.3.1,Facebook Installs,20,30,7,1998.0,M,7.0,7.0
/BePEvNgOZQpELzFrXqV4w==,2019-06-13 03:13:03+00:00,2019-06-13 03:13:45+00:00,US,en,iPhone 7 Plus,12.3,Organic,20,30,7,1974.0,F,0.0,0.0
3Foiuh5kOb5ytqd7YasNtQ==,2019-06-13 03:13:28+00:00,2019-06-13 03:14:34+00:00,US,en,iPad Air 2,12.1.4,,20,30,7,1992.0,F,0.0,0.0
Dt6bG9vOVOFdcyBNeI8lLQ==,2019-06-13 03:13:52+00:00,2019-06-13 03:14:33+00:00,US,en,iPhone X,12.2,Facebook Installs,20,30,7,1975.0,M,0.0,0.0
1nJ3TEPbGZVac94dNU/OLw==,2019-06-13 03:14:52+00:00,2019-06-13 03:16:09+00:00,CA,en,iPhone 6S Plus,12.2,Facebook Installs,20,30,7,1998.0,F,0.0,0.0
gfjZvuV+2wclYC+ynvWyOw==,2019-06-13 03:16:09+00:00,2019-06-13 03:16:47+00:00,AR,en,iPhone X,12.2,Facebook Installs,20,30,7,1956.0,M,7.0,70.0
DOVJLoBB+sBnykL9ow3+og==,2019-06-13 03:16:15+00:00,2019-06-13 03:17:26+00:00,DE,de,iPhone 7,12.3.1,Facebook Installs,20,30,7,1992.0,M,0.0,0.0
X+o4oCgshVFfsjmBVE5uww==,2019-06-13 03:18:15+00:00,2019-06-13 03:18:50+00:00,ES,en,iPhone 7,12.2,Organic,6,7,7,1987.0,F,0.0,0.0
/YWkXMRTTDKPCKt2AorT/Q==,2019-06-13 03:19:13+00:00,2019-06-13 03:21:35+00:00,QA,en,iPhone XS Max,12.3.1,Organic,20,30,7,1976.0,M,7.11,35.54999923706055
BFCH9/IuRKzfdzR8kpY0HA==,2019-06-13 03:20:33+00:00,2019-06-13 03:21:05+00:00,AU,en,iPhone 7 Plus,12.3.1,Facebook Installs,20,30,7,1970.0,M,0.0,0.0
ZKDG1hE7pucTNlJsZ++WlQ==,2019-06-13 03:21:36+00:00,2019-06-13 03:22:15+00:00,US,en,iPhone 6S,12.3.1,Facebook Installs,20,30,7,1987.0,F,0.0,0.0
Ez4X6hFEu7NPjLGnh3d+Ag==,2019-06-13 03:22:00+00:00,2019-06-13 19:50:24+00:00,US,en,iPhone 8 Plus,12.3.1,Snapchat Installs,20,30,7,2004.0,F,0.0,0.0
x/CgedWpQgqAQUEcB5MCAg==,2019-06-13 03:22:28+00:00,2019-06-13 03:23:07+00:00,US,en,iPhone XR,12.3.1,Facebook Installs,20,30,7,1995.0,F,7.0,14.0
PMKLt45wc3hFFQWxEUI9Sw==,2019-06-13 03:25:52+00:00,2019-06-13 03:26:49+00:00,US,en,iPhone XR,12.3.1,Organic,20,30,7,1971.0,F,0.0,0.0
E8TdSnikPGXCB0ZQtVxlrQ==,2019-06-13 03:26:06+00:00,2019-06-13 03:27:54+00:00,US,en,iPad 4,10.3.3,Organic,20,30,7,2013.0,F,7.0,93.0999984741211
o4drEG2PKEJ9vpC+C+PP3w==,2019-06-13 03:26:09+00:00,2019-06-17 04:38:12+00:00,US,en,iPhone X,12.3.1,Facebook Installs,20,30,7,1972.0,F,7.0,21.0
yEul2/iUXvo6itD2Jw+tCA==,2019-06-13 03:27:12+00:00,2019-06-13 03:27:40+00:00,US,es,iPhone XS Max,12.3.1,Facebook Installs,20,30,7,1996.0,F,7.0,84.0
7WFc4RRYKFH/05lFdqlTJA==,2019-06-13 03:27:49+00:00,2019-06-17 03:39:30+00:00,US,en,iPhone XS Max,12.3.1,Snapchat Installs,20,30,7,1994.0,F,7.0,7.0
JeBBpG0iAExzzE9s6K/WMQ==,2019-06-13 03:27:55+00:00,2019-06-13 03:32:57+00:00,CA,en,iPhone 7,12.3.1,Facebook Installs,20,30,7,2007.0,F,7.07,57.189998626708984
0X2WwpaT5U9ujLkkzgddUA==,2019-06-13 03:28:04+00:00,2019-06-13 03:28:58+00:00,US,en,iPhone 7 Plus,12.3.1,Snapchat Installs,20,30,7,1998.0,F,0.0,0.0
cagSG/KJHFfZdVdxWoKf7g==,2019-06-13 03:28:54+00:00,2019-06-13 03:29:15+00:00,US,en,iPhone XR,12.3.1,Facebook Installs,20,30,7,1999.0,M,0.0,0.0
OKK13Y4SGFyJee5sM7xiCQ==,2019-06-13 03:29:26+00:00,2019-06-13 03:31:10+00:00,US,en,iPhone X,12.3.1,Snapchat Installs,20,30,7,2003.0,F,7.0,7.0
HSarYLJOofcB4TIAay93Mg==,2019-06-13 03:29:29+00:00,2019-06-13 03:31:06+00:00,CL,es,iPhone 6 Plus,12.3.1,Facebook Installs,20,30,7,1991.0,F,0.0,0.0
pM0TFyi8INAP5YHlceqiOg==,2019-06-13 03:29:43+00:00,2019-06-13 03:32:00+00:00,DE,de,iPhone 6S,12.3.1,Facebook Installs,20,30,7,1972.0,M,0.0,0.0
ZIyAjLZWEDGcJSllm0BiQg==,2019-06-13 03:31:05+00:00,2019-06-13 03:33:02+00:00,DE,de,iPhone X,12.3.1,Organic,20,30,7,2000.0,M,0.0,0.0
xkVXtw2ozOR0TwOELoD1EQ==,2019-06-13 03:31:57+00:00,2019-06-13 03:32:29+00:00,US,es,iPhone 8 Plus,12.3.1,Facebook Installs,20,30,7,1992.0,M,0.0,0.0
IQiA9OAQza833XnPL+g10Q==,2019-06-13 03:32:04+00:00,2019-06-13 03:32:35+00:00,CA,fr,iPhone 7 Plus,12.3.1,Facebook Installs,20,30,7,1995.0,M,0.0,0.0
FK9k7vGc4uWfDIrhHubABw==,2019-06-13 03:32:07+00:00,2019-06-13 07:13:16+00:00,US,es,iPhone SE,12.3.1,Facebook Installs,20,30,7,2000.0,M,0.0,7.090000152587891
n/a6YErpxHZYONc6zt4fuA==,2019-06-13 03:33:01+00:00,2019-06-13 03:33:32+00:00,US,en,iPhone 6S,12.3.1,Organic,20,30,7,2001.0,F,0.0,0.0
A3Femmijr3M6WR8po6mJ1Q==,2019-06-13 03:33:52+00:00,2019-06-13 03:34:37+00:00,US,en,iPhone 8 Plus,12.3.1,Facebook Installs,6,7,7,1980.0,F,0.0,0.0
yfjaCkGOiAcCSAkRZdOtyQ==,2019-06-13 03:34:31+00:00,2019-06-13 03:35:03+00:00,CA,en,iPhone X,12.3.1,Facebook Installs,20,30,7,1994.0,M,7.07,49.9900016784668
jOwHRG9X6vmcjboiiOobuw==,2019-06-13 03:34:34+00:00,2019-06-13 03:35:12+00:00,CA,en,iPhone 7,12.3.1,Organic,20,30,7,1996.0,M,7.07,7.070000171661377
BVsPY0kdUb+RxOZ7rZyCFQ==,2019-06-13 03:36:18+00:00,2019-06-13 03:36:51+00:00,CL,es,iPhone XS Max,12.3.1,Facebook Installs,6,7,7,1989.0,M,0.0,0.0
Hj1a6ChVCa2sCrz/pR6A7A==,2019-06-13 03:36:22+00:00,2019-06-13 03:37:44+00:00,US,en,iPhone 7,12.3.1,Organic,20,30,7,1980.0,M,0.0,0.0
5hrNEVh4PQ5QvBEBS88ghQ==,2019-06-13 03:36:43+00:00,2019-06-13 04:12:20+00:00,VE,en,iPhone 6S,12.2,Organic,20,30,7,1995.0,F,0.0,0.0
1MhOuwGXCyLGac3BYgIp2A==,2019-06-13 03:36:59+00:00,2019-06-13 03:37:52+00:00,US,en,iPhone 8 Plus,12.1.2,Facebook Installs,20,30,7,1982.0,F,0.0,0.0
92TMzwKdrqjNZquvb+2EKQ==,2019-06-13 03:38:07+00:00,2019-06-13 03:40:15+00:00,US,en,iPad mini 4,12.1.4,Facebook Installs,20,30,7,2006.0,F,0.0,0.0
cmYxy7QiZZ6F5MAzcvND2Q==,2019-06-13 03:38:22+00:00,2019-06-13 03:38:59+00:00,US,en,iPad 5,12.1.4,Facebook Installs,20,30,7,1984.0,M,7.0,7.0
mAdrBtbhi6rw2pVRohUt2g==,2019-06-13 03:38:30+00:00,2019-06-13 03:43:43+00:00,US,en,iPhone 8,12.3.1,Snapchat Installs,20,30,7,,,0.0,0.0
zj9KwHpcvsj8ChYrQZiqAA==,2019-06-13 03:39:06+00:00,2019-06-13 03:40:06+00:00,GB,en,iPhone 6,11.2.6,Adwords UAC Installs,20,30,7,2000.0,F,0.0,0.0
qcWw5pu3azATtnKJdEQ2Ug==,2019-06-13 03:40:24+00:00,2019-06-13 03:41:47+00:00,CA,en,iPhone 7,12.3.1,Facebook Installs,20,30,7,1988.0,F,0.0,0.0
tnY3IucmK6oENSXnf6jMdg==,2019-06-13 03:42:30+00:00,2019-06-13 03:45:49+00:00,US,en,iPhone 6,12.3.1,Organic,20,30,7,1994.0,F,0.0,0.0
c6uE9B/9v/SDCyGB7AzpOg==,2019-06-13 03:43:47+00:00,2019-06-13 03:44:15+00:00,US,en,iPhone 7,12.3.1,Snapchat Installs,20,30,7,2005.0,M,0.0,0.0
